Group ID,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Source Files,Source Row Count,Is OA,OA URL,PDF Path,Download Source,Failure Reason,Download Status
paper-0197,35653017,Phenotype Algorithms for the Identification and Characterization of Vaccine-Induced Thrombotic Thrombocytopenia in Real World Data: A Multinational Network Cohort Study,"Shoaibi A, Rao GA, Voss EA, Ostropolets A, Mayer MA, Ramírez-Anguita JM, Maljković F, Carević B, Horban S, Morales DR, Duarte-Salles T, Fraboulet C, Le Carrour T, Denaxas S, Papez V, John LH, Rijneek PR, Minty E, Alshammari TM, Makadia R, Blacketer C, DeFalco F, Sena AG, Suchard MA, Prieto-Alhambra D, Ryan PB.",Drug Saf. 2022 Jun;45(6):685-698. doi: 10.1007/s40264-022-01187-y. Epub 2022 Jun 2.,Shoaibi A,Drug Saf,2022,2022/06/02,PMC9160850,,10.1007/s40264-022-01187-y,csv-OHDSI-set.csv,1,yes,https://link.springer.com/content/pdf/10.1007/s40264-022-01187-y.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1007_s40264-022-01187-y__e16c20e1776a.pdf,existing_file,,downloaded
paper-0198,27891528,Preparing Nursing Home Data from Multiple Sites for Clinical Research - A Case Study Using Observational Health Data Sciences and Informatics,"Boyce RD, Handler SM, Karp JF, Perera S, Reynolds CF 3rd.",EGEMS (Wash DC). 2016 Oct 26;4(1):1252. doi: 10.13063/2327-9214.1252. eCollection 2016.,Boyce RD,EGEMS (Wash DC),2016,2016/11/29,PMC5108634,,10.13063/2327-9214.1252,csv-OHDSI-set.csv,1,yes,https://storage.googleapis.com/jnl-up-j-gemgem-files/journals/1/articles/144/submission/proof/144-1-286-1-10-20170515.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.13063_2327-9214.1252__e3007650c043.pdf,existing_file,,downloaded
paper-0199,41438153,The challenges of national health data ecosystems in feeding the European health data space: the Italian example,"Murgia Y, Gazzarata R, Ciampi M, Sicuranza M, Cirillo F, Esposito C, Maggi N, Balestra G, Sacchi L, Giacomini M.",Front Med (Lausanne). 2025 Dec 8;12:1644719. doi: 10.3389/fmed.2025.1644719. eCollection 2025.,Murgia Y,Front Med (Lausanne),2025,2025/12/24,PMC12719427,,10.3389/fmed.2025.1644719,csv-OHDSI-set.csv,1,yes,https://public-pages-files-2025.frontiersin.org/journals/medicine/articles/10.3389/fmed.2025.1644719/pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.3389_fmed.2025.1644719__9f22ebe8aca5.pdf,existing_file,,downloaded
paper-0200,26153397,A Method to Combine Signals from Spontaneous Reporting Systems and Observational Healthcare Data to Detect Adverse Drug Reactions,"Li Y, Ryan PB, Wei Y, Friedman C.",Drug Saf. 2015 Oct;38(10):895-908. doi: 10.1007/s40264-015-0314-8.,Li Y,Drug Saf,2015,2015/07/09,PMC4579260,,10.1007/s40264-015-0314-8,csv-OHDSI-set.csv,1,yes,https://link.springer.com/content/pdf/10.1007%2Fs40264-015-0314-8.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1007_s40264-015-0314-8__8f87715c96b3.pdf,existing_file,,downloaded
paper-0201,25848530,Development and validation of a classification approach for extracting severity automatically from electronic health records,"Boland MR, Tatonetti NP, Hripcsak G.",J Biomed Semantics. 2015 Apr 6;6:14. doi: 10.1186/s13326-015-0010-8. eCollection 2015.,Boland MR,J Biomed Semantics,2015,2015/04/08,PMC4386082,,10.1186/s13326-015-0010-8,csv-OHDSI-set.csv,1,yes,https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-015-0010-8,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1186_s13326-015-0010-8__246926910689.pdf,existing_file,,downloaded
paper-0202,28681416,Risk of angioedema associated with levetiracetam compared with phenytoin: Findings of the observational health data sciences and informatics research network,"Duke JD, Ryan PB, Suchard MA, Hripcsak G, Jin P, Reich C, Schwalm MS, Khoma Y, Wu Y, Xu H, Shah NH, Banda JM, Schuemie MJ.",Epilepsia. 2017 Aug;58(8):e101-e106. doi: 10.1111/epi.13828. Epub 2017 Jul 6.,Duke JD,Epilepsia,2017,2017/07/07,PMC6632067,NIHMS1034326,10.1111/epi.13828,csv-OHDSI-set.csv,1,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/epi.13828,,,HTTPError,failed
paper-0203,28823923,Procedure prediction from symbolic Electronic Health Records via time intervals analytics,"Moskovitch R, Polubriaginof F, Weiss A, Ryan P, Tatonetti N.",J Biomed Inform. 2017 Nov;75:70-82. doi: 10.1016/j.jbi.2017.07.018. Epub 2017 Aug 17.,Moskovitch R,J Biomed Inform,2017,2017/08/22,,,10.1016/j.jbi.2017.07.018,csv-OHDSI-set.csv,1,no,,,,,no_open_copy_found
paper-0204,41678907,Incidence and survival of head and neck cancers in the United Kingdom 2000-2021,"Miquel-Dominguez A, Tan EH, Burn E, Delmestri A, Duarte-Salles T, Golozar A, Man WY, Prieto-Alhambra D, Avilés-Jurado FX, Newby D.",Cancer Epidemiol. 2026 Apr;101:103018. doi: 10.1016/j.canep.2026.103018. Epub 2026 Feb 11.,Miquel-Dominguez A,Cancer Epidemiol,2026,2026/02/12,,,10.1016/j.canep.2026.103018,csv-OHDSI-set.csv,1,yes,https://pure.eur.nl/ws/files/226369238/Incidence_and_survival_of_head_and_neck_cancers_in_the_United_Kingdom_2000_2021.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.canep.2026.103018__7e123372f312.pdf,existing_file,,downloaded
paper-0205,27940627,"Automatic identification of type 2 diabetes, hypertension, ischaemic heart disease, heart failure and their levels of severity from Italian General Practitioners' electronic medical records: a validation study","Gini R, Schuemie MJ, Mazzaglia G, Lapi F, Francesconi P, Pasqua A, Bianchini E, Montalbano C, Roberto G, Barletta V, Cricelli I, Cricelli C, Dal Co G, Bellentani M, Sturkenboom M, Klazinga N.",BMJ Open. 2016 Dec 9;6(12):e012413. doi: 10.1136/bmjopen-2016-012413.,Gini R,BMJ Open,2016,2016/12/13,PMC5168667,,10.1136/bmjopen-2016-012413,csv-OHDSI-set.csv,1,yes,https://bmjopen.bmj.com/content/bmjopen/6/12/e012413.full.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1136_bmjopen-2016-012413__4dbfdb27536a.pdf,existing_file,,downloaded
paper-0206,29232365,Monitoring compliance with standards of care for chronic diseases using healthcare administrative databases in Italy: Strengths and limitations,"Gini R, Schuemie MJ, Pasqua A, Carlini E, Profili F, Cricelli I, Dazzi P, Barletta V, Francesconi P, Lapi F, Donatini A, Dal Co G, Visca M, Bellentani M, Sturkenboom M, Klazinga N.",PLoS One. 2017 Dec 12;12(12):e0188377. doi: 10.1371/journal.pone.0188377. eCollection 2017.,Gini R,PLoS One,2017,2017/12/13,PMC5726627,,10.1371/journal.pone.0188377,csv-OHDSI-set.csv,1,yes,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0188377&type=printable,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1371_journal.pone.0188377__27c68be8f3f6.pdf,existing_file,,downloaded
paper-0207,34001114,An OMOP-CDM based pharmacovigilance data-processing pipeline (PDP) providing active surveillance for ADR signal detection from real-world data sources,"Shin H, Lee S.",BMC Med Inform Decis Mak. 2021 May 17;21(1):159. doi: 10.1186/s12911-021-01520-y.,Shin H,BMC Med Inform Decis Mak,2021,2021/05/18,PMC8130307,,10.1186/s12911-021-01520-y,csv-omop-set.csv,1,yes,https://bmcmedinformdecismak.biomedcentral.com/track/pdf/10.1186/s12911-021-01520-y,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1186_s12911-021-01520-y__d54a3da902b9.pdf,existing_file,,downloaded
paper-0208,38387992,"Seamless EMR data access: Integrated governance, digital health and the OMOP-CDM","Hallinan CM, Ward R, Hart GK, Sullivan C, Pratt N, Ng AP, Capurro D, Van Der Vegt A, Liaw ST, Daly O, Luxan BG, Bunker D, Boyle D.",BMJ Health Care Inform. 2024 Feb 21;31(1):e100953. doi: 10.1136/bmjhci-2023-100953.,Hallinan CM,BMJ Health Care Inform,2024,2024/02/22,PMC10882353,,10.1136/bmjhci-2023-100953,csv-omop-set.csv,1,yes,https://informatics.bmj.com/content/bmjhci/31/1/e100953.full.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1136_bmjhci-2023-100953__79a4fd232e0a.pdf,existing_file,,downloaded
paper-0209,38777085,Converting OMOP CDM to phenopackets: A model alignment and patient data representation evaluation,"Schiffer-Kane K, Liu C, Callahan TJ, Ta C, Nestor JG, Weng C.",J Biomed Inform. 2024 Jul;155:104659. doi: 10.1016/j.jbi.2024.104659. Epub 2024 May 21.,Schiffer-Kane K,J Biomed Inform,2024,2024/05/22,PMC11181468,NIHMS1996819,10.1016/j.jbi.2024.104659,csv-omop-set.csv,1,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC11181468/pdf/nihms-1996819.pdf,,,html_or_xml_response,failed
paper-0210,33987667,Deep-learning-based automated terminology mapping in OMOP-CDM,"Kang B, Yoon J, Kim HY, Jo SJ, Lee Y, Kam HJ.",J Am Med Inform Assoc. 2021 Jul 14;28(7):1489-1496. doi: 10.1093/jamia/ocab030.,Kang B,J Am Med Inform Assoc,2021,2021/05/14,PMC8279781,,10.1093/jamia/ocab030,csv-omop-set.csv,1,yes,https://europepmc.org/articles/PMC8279781?pdf=render,,,HTTPError,failed
paper-0211,36089199,FHIR-Ontop-OMOP: Building clinical knowledge graphs in FHIR RDF with the OMOP Common data Model,"Xiao G, Pfaff E, Prud'hommeaux E, Booth D, Sharma DK, Huo N, Yu Y, Zong N, Ruddy KJ, Chute CG, Jiang G.",J Biomed Inform. 2022 Oct;134:104201. doi: 10.1016/j.jbi.2022.104201. Epub 2022 Sep 9.,Xiao G,J Biomed Inform,2022,2022/09/11,PMC9561043,NIHMS1839711,10.1016/j.jbi.2022.104201,csv-omop-set.csv,1,yes,https://europepmc.org/articles/PMC9561043?pdf=render,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.jbi.2022.104201__0e33f690768e.pdf,existing_file,,downloaded
paper-0212,36595527,Exploring the potential of OMOP common data model for process mining in healthcare,"Park K, Cho M, Song M, Yoo S, Baek H, Kim S, Kim K.",PLoS One. 2023 Jan 3;18(1):e0279641. doi: 10.1371/journal.pone.0279641. eCollection 2023.,Park K,PLoS One,2023,2023/01/03,PMC9810199,,10.1371/journal.pone.0279641,csv-omop-set.csv,1,yes,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0279641&type=printable,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1371_journal.pone.0279641__04185e8929de.pdf,pmc_oa_package,,downloaded
paper-0213,37774908,"Evaluation of OMOP CDM, i2b2 and ICGC ARGO for supporting data harmonization in a breast cancer use case of a multicentric European AI project","Frid S, Bracons Cucó G, Gil Rojas J, López-Rueda A, Pastor Duran X, Martínez-Sáez O, Lozano-Rubí R.",J Biomed Inform. 2023 Nov;147:104505. doi: 10.1016/j.jbi.2023.104505. Epub 2023 Sep 27.,Frid S,J Biomed Inform,2023,2023/09/29,,,10.1016/j.jbi.2023.104505,csv-omop-set.csv,1,no,,,,,no_open_copy_found
paper-0214,36130711,Conversion of Automated 12-Lead Electrocardiogram Interpretations to OMOP CDM Vocabulary,"Choi S, Joo HJ, Kim Y, Kim JH, Seok J.",Appl Clin Inform. 2022 Aug;13(4):880-890. doi: 10.1055/s-0042-1756427. Epub 2022 Sep 21.,Choi S,Appl Clin Inform,2022,2022/09/21,PMC9492322,,10.1055/s-0042-1756427,csv-omop-set.csv,1,yes,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0042-1756427.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1055_s-0042-1756427__d783759021ce.pdf,existing_file,,downloaded
paper-0215,32492716,EHR-Independent Predictive Decision Support Architecture Based on OMOP,"Unberath P, Prokosch HU, Gründner J, Erpenbeck M, Maier C, Christoph J.",Appl Clin Inform. 2020 May;11(3):399-404. doi: 10.1055/s-0040-1710393. Epub 2020 Jun 3.,Unberath P,Appl Clin Inform,2020,2020/06/04,PMC7269719,,10.1055/s-0040-1710393,csv-omop-set.csv,1,yes,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0040-1710393.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1055_s-0040-1710393__46b71369f2b4.pdf,existing_file,,downloaded
paper-0216,40957639,Validation of the transformed clinical practice research datalink (CPRD) GOLD and aurum data into the OMOP common data model,"Kafatos G, Maskell J, Archangelidi O, Neasham D.",Health Informatics J. 2025 Jul-Sep;31(3):14604582251381270. doi: 10.1177/14604582251381270. Epub 2025 Sep 16.,Kafatos G,Health Informatics J,2025,2025/09/16,,,10.1177/14604582251381270,csv-omop-set.csv,1,no,,,,,no_open_copy_found
paper-0217,32477663,Mapping Local Biospecimen Records to the OMOP Common Data Model,"Michael CL, Sholle ET, Wulff RT, Roboz GJ, Campion TR Jr.",AMIA Jt Summits Transl Sci Proc. 2020 May 30;2020:422-429. eCollection 2020.,Michael CL,AMIA Jt Summits Transl Sci Proc,2020,2020/06/02,PMC7233045,,,csv-omop-set.csv,1,yes,https://europepmc.org/articles/PMC7233045?pdf=render,,,HTTPError,failed
paper-0218,35576979,Applying the OMOP Common Data Model to Facilitate Benefit-Risk Assessments of Medicinal Products Using Real-World Data from Singapore and South Korea,"Tan HX, Teo DCH, Lee D, Kim C, Neo JW, Sung C, Chahed H, Ang PS, Tan DSY, Park RW, Dorajoo SR.",Healthc Inform Res. 2022 Apr;28(2):112-122. doi: 10.4258/hir.2022.28.2.112. Epub 2022 Apr 30.,Tan HX,Healthc Inform Res,2022,2022/05/16,PMC9117808,,10.4258/hir.2022.28.2.112,csv-omop-set.csv,1,yes,https://e-hir.org/upload/pdf/hir-2022-28-2-112.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.4258_hir.2022.28.2.112__34d8630bb9ea.pdf,existing_file,,downloaded
paper-0219,32823317,Clinical Research Informatics,"Daniel C, Kalra D; Section Editors for the IMIA Yearbook Section on Clinical Research Informatics.",Yearb Med Inform. 2020 Aug;29(1):203-207. doi: 10.1055/s-0040-1702007. Epub 2020 Aug 21.,Daniel C,Yearb Med Inform,2020,2020/08/22,PMC7442510,,10.1055/s-0040-1702007,csv-omop-set.csv,1,yes,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0040-1702007.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1055_s-0040-1702007__b0932b33b8be.pdf,existing_file,,downloaded
paper-0220,38045364,MENDS-on-FHIR: Leveraging the OMOP common data model and FHIR standards for national chronic disease surveillance,"Essaid S, Andre J, Brooks IM, Hohman KH, Hull M, Jackson SL, Kahn MG, Kraus EM, Mandadi N, Martinez AK, Mui JY, Zambarano B, Soares A.",medRxiv [Preprint]. 2023 Nov 22:2023.08.09.23293900. doi: 10.1101/2023.08.09.23293900.,Essaid S,medRxiv,2023,2023/12/04,PMC10690355,,10.1101/2023.08.09.23293900,csv-omop-set.csv,2,yes,https://www.medrxiv.org/content/medrxiv/early/2023/08/15/2023.08.09.23293900.full.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1101_2023.08.09.23293900__fa3bc9813bf7.pdf,existing_file,,downloaded
paper-0221,33887457,Building an OMOP common data model-compliant annotated corpus for COVID-19 clinical trials,"Sun Y, Butler A, Stewart LA, Liu H, Yuan C, Southard CT, Kim JH, Weng C.",J Biomed Inform. 2021 Jun;118:103790. doi: 10.1016/j.jbi.2021.103790. Epub 2021 Apr 28.,Sun Y,J Biomed Inform,2021,2021/04/22,PMC8079156,NIHMS1695446,10.1016/j.jbi.2021.103790,csv-omop-set.csv,1,yes,https://europepmc.org/articles/PMC8079156?pdf=render,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.jbi.2021.103790__69b6195b5e21.pdf,existing_file,,downloaded
paper-0222,33411620,Extending the OMOP Common Data Model and Standardized Vocabularies to Support Observational Cancer Research,"Belenkaya R, Gurley MJ, Golozar A, Dymshyts D, Miller RT, Williams AE, Ratwani S, Siapos A, Korsik V, Warner J, Campbell WS, Rivera D, Banokina T, Modina E, Bethusamy S, Stewart HM, Patel M, Chen R, Falconer T, Park RW, You SC, Jeon H, Shin SJ, Reich C.",JCO Clin Cancer Inform. 2021 Jan;5:12-20. doi: 10.1200/CCI.20.00079.,Belenkaya R,JCO Clin Cancer Inform,2021,2021/01/07,PMC8140810,,10.1200/CCI.20.00079,csv-omop-set.csv,1,yes,https://ascopubs.org/doi/pdfdirect/10.1200/CCI.20.00079,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1200_cci.20.00079__6c87784b00d8.pdf,existing_file,,downloaded
paper-0223,39153282,Harmonizing Norwegian registries onto OMOP common data model: Mapping challenges and opportunities for pregnancy and COVID-19 research,"Trinh NT, Houghtaling J, Bernal FL, Hayati S, Maglanoc LA, Lupattelli A, Halvorsen L, Nordeng HM.",Int J Med Inform. 2024 Nov;191:105602. doi: 10.1016/j.ijmedinf.2024.105602. Epub 2024 Aug 14.,Trinh NT,Int J Med Inform,2024,2024/08/17,,,10.1016/j.ijmedinf.2024.105602,csv-omop-set.csv,1,yes,https://lirias.kuleuven.be/retrieve/d527e3a6-ad32-4ced-8c0b-690d50b1788b,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.ijmedinf.2024.105602__89953e119bea.pdf,existing_file,,downloaded
paper-0224,34727871,Standardizing registry data to the OMOP Common Data Model: experience from three pulmonary hypertension databases,"Biedermann P, Ong R, Davydov A, Orlova A, Solovyev P, Sun H, Wetherill G, Brand M, Didden EM.",BMC Med Res Methodol. 2021 Nov 2;21(1):238. doi: 10.1186/s12874-021-01434-3.,Biedermann P,BMC Med Res Methodol,2021,2021/11/03,PMC8565035,,10.1186/s12874-021-01434-3,csv-omop-set.csv,1,yes,https://bmcmedresmethodol.biomedcentral.com/track/pdf/10.1186/s12874-021-01434-3,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1186_s12874-021-01434-3__501a194ccce2.pdf,existing_file,,downloaded
paper-0225,35404974,"Extract, transform, load framework for the conversion of health databases to OMOP","Quiroz JC, Chard T, Sa Z, Ritchie A, Jorm L, Gallego B.",PLoS One. 2022 Apr 11;17(4):e0266911. doi: 10.1371/journal.pone.0266911. eCollection 2022.,Quiroz JC,PLoS One,2022,2022/04/11,PMC9000122,,10.1371/journal.pone.0266911,csv-omop-set.csv,1,yes,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0266911&type=printable,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1371_journal.pone.0266911__5e2c19995b55.pdf,existing_file,,downloaded
paper-0226,33506478,Patient Cohort Identification on Time Series Data Using the OMOP Common Data Model,"Maier C, Kapsner LA, Mate S, Prokosch HU, Kraus S.",Appl Clin Inform. 2021 Jan;12(1):57-64. doi: 10.1055/s-0040-1721481. Epub 2021 Jan 27.,Maier C,Appl Clin Inform,2021,2021/01/28,PMC7840432,,10.1055/s-0040-1721481,csv-omop-set.csv,1,yes,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0040-1721481.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1055_s-0040-1721481__f28a8573862f.pdf,oa_url,,downloaded
paper-0227,35308947,Extracting Patient-level Social Determinants of Health into the OMOP Common Data Model,"Phuong J, Zampino E, Dobbins N, Espinoza J, Meeker D, Spratt H, Madlock-Brown C, Weiskopf NG, Wilcox A.",AMIA Annu Symp Proc. 2022 Feb 21;2021:989-998. eCollection 2021.,Phuong J,AMIA Annu Symp Proc,2022,2022/03/21,PMC8861735,,,csv-omop-set.csv,1,yes,https://europepmc.org/articles/PMC8861735?pdf=render,,,HTTPError,failed
paper-0228,36632328,Integrating real-world data to assess cardiac ablation device outcomes in a multicenter study using the OMOP common data model for regulatory decisions: implementation and evaluation,"Yu Y, Jiang G, Brandt E, Forsyth T, Dhruva SS, Zhang S, Chen J, Noseworthy PA, Doshi AA, Collison-Farr K, Kim D, Ross JS, Coplan PM, Drozda JP Jr.",JAMIA Open. 2023 Jan 10;6(1):ooac108. doi: 10.1093/jamiaopen/ooac108. eCollection 2023 Apr.,Yu Y,JAMIA Open,2023,2023/01/12,PMC9831049,,10.1093/jamiaopen/ooac108,csv-omop-set.csv,1,yes,https://academic.oup.com/jamiaopen/article-pdf/6/1/ooac108/48599809/ooac108.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1093_jamiaopen_ooac108__8c85ab65d0d3.pdf,existing_file,,downloaded
paper-0229,38222375,Computational Phenotyping of OMOP CDM Normalized EHR for Prenatal and Postpartum Episodes: An Informatics Framework and Clinical Implementation on All of Us,"Lyu T, Liang C.",AMIA Annu Symp Proc. 2024 Jan 11;2023:1096-1104. eCollection 2023.,Lyu T,AMIA Annu Symp Proc,2024,2024/01/15,PMC10785883,,,csv-omop-set.csv,1,yes,https://europepmc.org/articles/PMC10785883?pdf=render,,,HTTPError,failed
paper-0230,30085008,Web services for data warehouses: OMOP and PCORnet on i2b2,"Klann JG, Phillips LC, Herrick C, Joss MAH, Wagholikar KB, Murphy SN.",J Am Med Inform Assoc. 2018 Oct 1;25(10):1331-1338. doi: 10.1093/jamia/ocy093.,Klann JG,J Am Med Inform Assoc,2018,2018/08/08,PMC6188504,,10.1093/jamia/ocy093,csv-omop-set.csv,1,yes,https://academic.oup.com/jamia/article-pdf/25/10/1331/34151073/ocy093.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1093_jamia_ocy093__8a046b627a1d.pdf,pmc_oa_package,,downloaded
paper-0231,41726451,Harmonizing Medicare Claims Data with OMOP: A Validated ETL Pipeline,"Lee YA, Lu Y, Bian J, Guo JS, He X.",AMIA Annu Symp Proc. 2025 May 22;2024:715-723. eCollection 2024.,Lee YA,AMIA Annu Symp Proc,2025,2026/02/23,PMC12919608,,,csv-omop-set.csv,1,yes,https://europepmc.org/articles/PMC12919608?pdf=render,,,HTTPError,failed
paper-0232,39631779,Evolution of a Graph Model for the OMOP Common Data Model,"Kang M, Alvarado-Guzman JA, Rasmussen LV, Starren JB.",Appl Clin Inform. 2024 Oct;15(5):1056-1065. doi: 10.1055/s-0044-1791487. Epub 2024 Dec 4.,Kang M,Appl Clin Inform,2024,2024/12/04,PMC11617070,,10.1055/s-0044-1791487,csv-omop-set.csv,1,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC11617070/pdf/10-1055-s-0044-1791487.pdf,,,html_or_xml_response,failed
paper-0233,37128466,Feasibility of Linking Area Deprivation Index Data to the OMOP Common Data Model,"Jiang X, Beaton MA, Gillberg J, Williams A, Natarajan K.",AMIA Annu Symp Proc. 2023 Apr 29;2022:587-595. eCollection 2022.,Jiang X,AMIA Annu Symp Proc,2023,2023/05/02,PMC10148322,,,csv-omop-set.csv,1,yes,https://europepmc.org/articles/PMC10148322?pdf=render,,,HTTPError,failed
paper-0234,31494719,Feasibility of Mapping Austrian Health Claims Data to the OMOP Common Data Model,"Haberson A, Rinner C, Schöberl A, Gall W.",J Med Syst. 2019 Sep 7;43(10):314. doi: 10.1007/s10916-019-1436-9.,Haberson A,J Med Syst,2019,2019/09/09,PMC6732152,,10.1007/s10916-019-1436-9,csv-omop-set.csv,1,yes,https://link.springer.com/content/pdf/10.1007/s10916-019-1436-9.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1007_s10916-019-1436-9__26e64e7c70b5.pdf,existing_file,,downloaded
paper-0235,33027834,Content Coverage Evaluation of the OMOP Vocabulary on the Transplant Domain Focusing on Concepts Relevant for Kidney Transplant Outcomes Analysis,"Cho S, Sin M, Tsapepas D, Dale LA, Husain SA, Mohan S, Natarajan K.",Appl Clin Inform. 2020 Aug;11(4):650-658. doi: 10.1055/s-0040-1716528. Epub 2020 Oct 7.,Cho S,Appl Clin Inform,2020,2020/10/07,PMC7557323,,10.1055/s-0040-1716528,csv-omop-set.csv,1,yes,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0040-1716528.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1055_s-0040-1716528__18c73c7c2efa.pdf,oa_url,,downloaded
paper-0236,40426310,Comprehensive Evaluation of Treatment Patterns in Postmenopausal Patients with Osteoporosis without Fractures: Insights from Tertiary Care Institutions and Nationwide OMOP-CDM Data,"Kim KJ, Boo D, Choi J, Yoon H, Jung CY, Ahn SH, Hong N, Kim BJ, Oh JS, You SC.",Endocrinol Metab (Seoul). 2025 Oct;40(5):737-747. doi: 10.3803/EnM.2024.2252. Epub 2025 May 28.,Kim KJ,Endocrinol Metab (Seoul),2025,2025/05/28,PMC12602003,,10.3803/EnM.2024.2252,csv-omop-set.csv,1,yes,https://www.e-enm.org/upload/pdf/enm-2024-2252.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.3803_enm.2024.2252__73fe4d355bfa.pdf,existing_file,,downloaded
paper-0237,36307424,"Harvesting metadata in clinical care: a crosswalk between FHIR, OMOP, CDISC and openEHR metadata","Bönisch C, Kesztyüs D, Kesztyüs T.",Sci Data. 2022 Oct 28;9(1):659. doi: 10.1038/s41597-022-01792-7.,Bönisch C,Sci Data,2022,2022/10/28,PMC9616884,,10.1038/s41597-022-01792-7,csv-omop-set.csv,1,yes,https://www.nature.com/articles/s41597-022-01792-7.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1038_s41597-022-01792-7__60120aa8c1c3.pdf,existing_file,,downloaded
paper-0238,39950235,Expanding the OMOP Common Data Model to Support Perinatal Research in Network Studies,"Abellan A, Burn E, Trinh NTH, Burkard T, Callahan A, Fernández-Bertolín S, Hurley E, Rodriguez C, Segundo E, Morales DR, M E Nordeng H, Duarte-Salles T.",Pharmacoepidemiol Drug Saf. 2025 Feb;34(2):e70106. doi: 10.1002/pds.70106.,Abellan A,Pharmacoepidemiol Drug Saf,2025,2025/02/14,PMC11826376,,10.1002/pds.70106,csv-omop-set.csv,1,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pds.70106,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1002_pds.70106__def22e6fd821.pdf,existing_file,,downloaded
