PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37305615","Building the observational medical outcomes partnership's T-MSIS Analytic File common data model","Williams N.","Inform Med Unlocked. 2023;39:101259. doi: 10.1016/j.imu.2023.101259. Epub 2023 May 5.","Williams N","Inform Med Unlocked","2023","2023/06/12","PMC10249773","NIHMS1901835","10.1016/j.imu.2023.101259"
"38347885","INSPIRE datahub: a pan-African integrated suite of services for harmonising longitudinal population health data using OHDSI tools","Bhattacharjee T, Kiwuwa-Muyingo S, Kanjala C, Maoyi ML, Amadi D, Ochola M, Kadengye D, Gregory A, Kiragga A, Taylor A, Greenfield J, Slaymaker E, Todd J; INSPIRE Network.","Front Digit Health. 2024 Jan 29;6:1329630. doi: 10.3389/fdgth.2024.1329630. eCollection 2024.","Bhattacharjee T","Front Digit Health","2024","2024/02/13","PMC10859396","","10.3389/fdgth.2024.1329630"
"40900825","Trends in prescription opioid use in Europe: A DARWIN EU(®) multinational cohort study including seven European countries","Xie J, Du M, Guo Y, Barboza C, Brash JT, Delmestri A, Duarte-Salles T, Gratton J, Griffier R, Kolde R, Man WY, Mercadé-Besora N, Oja M, Seager S, Verhamme K, Vojinovic D, Burn E, Prieto-Alhambra D, Català M, Jödicke AM.","Front Pharmacol. 2025 Aug 18;16:1608051. doi: 10.3389/fphar.2025.1608051. eCollection 2025.","Xie J","Front Pharmacol","2025","2025/09/03","PMC12399544","","10.3389/fphar.2025.1608051"
"41840573","Transforming Traditional Korean Medicine hospital EHRs into the OMOP common Data Model: methodology and implications","Park MY, Kim JU, Choi S, Yoon Y, Seo BK, Lee S.","BMC Med Inform Decis Mak. 2026 Mar 16. doi: 10.1186/s12911-026-03418-z. Online ahead of print.","Park MY","BMC Med Inform Decis Mak","2026","2026/03/17","","","10.1186/s12911-026-03418-z"
"41664164","Implementing generative artificial intelligence in precision oncology: safety, governance, and significance","Hamamoto R, Koyama T, Takahashi S, Yasuda T, Kobayashi K, Akagi Y, Kouno N, Sudo K, Hirata M, Sunami K, Kubo T, Katayama H, Takashima A, Taniguchi T, Matsumoto H, Shibaki R, Asada K, Komatsu M, Kaneko S, Yamada M, Horinouchi H, Tanaka K, Goto Y, Kato K, Saito Y, Nakamura K, Yamamoto N.","J Hematol Oncol. 2026 Feb 9;19(1):14. doi: 10.1186/s13045-026-01781-y.","Hamamoto R","J Hematol Oncol","2026","2026/02/10","PMC12896320","","10.1186/s13045-026-01781-y"
"36935011","Representing and utilizing clinical textual data for real world studies: An OHDSI approach","Keloth VK, Banda JM, Gurley M, Heider PM, Kennedy G, Liu H, Liu F, Miller T, Natarajan K, V Patterson O, Peng Y, Raja K, Reeves RM, Rouhizadeh M, Shi J, Wang X, Wang Y, Wei WQ, Williams AE, Zhang R, Belenkaya R, Reich C, Blacketer C, Ryan P, Hripcsak G, Elhadad N, Xu H.","J Biomed Inform. 2023 Jun;142:104343. doi: 10.1016/j.jbi.2023.104343. Epub 2023 Mar 17.","Keloth VK","J Biomed Inform","2023","2023/03/19","PMC10428170","NIHMS1897646","10.1016/j.jbi.2023.104343"
"38064251","Patient-Centered Economic Burden of Exudative Age-Related Macular Degeneration: Retrospective Cohort Study","Choi K, Park SJ, Han S, Mun Y, Lee DY, Chang DJ, Kim S, Yoo S, Woo SJ, Park KH, Suh HS.","JMIR Public Health Surveill. 2023 Dec 8;9:e49852. doi: 10.2196/49852.","Choi K","JMIR Public Health Surveill","2023","2023/12/08","PMC10746973","","10.2196/49852"
"38472144","Markov modeling for cost-effectiveness using federated health data network","Haug M, Oja M, Pajusalu M, Mooses K, Reisberg S, Vilo J, Giménez AF, Falconer T, Danilović A, Maljkovic F, Dawoud D, Kolde R.","J Am Med Inform Assoc. 2024 Apr 19;31(5):1093-1101. doi: 10.1093/jamia/ocae044.","Haug M","J Am Med Inform Assoc","2024","2024/03/13","PMC11031209","","10.1093/jamia/ocae044"
"33813032","A knowledge base of clinical trial eligibility criteria","Liu H, Chi Y, Butler A, Sun Y, Weng C.","J Biomed Inform. 2021 May;117:103771. doi: 10.1016/j.jbi.2021.103771. Epub 2021 Apr 1.","Liu H","J Biomed Inform","2021","2021/04/04","PMC8407851","NIHMS1734312","10.1016/j.jbi.2021.103771"
"39702578","Cross-Standard Health Data Harmonization using Semantics of Data Elements","Zhang S, Cornet R, Benis N.","Sci Data. 2024 Dec 19;11(1):1407. doi: 10.1038/s41597-024-04168-1.","Zhang S","Sci Data","2024","2024/12/20","PMC11659470","","10.1038/s41597-024-04168-1"
"27014709","Data Extraction and Management in Networks of Observational Health Care Databases for Scientific Research: A Comparison of EU-ADR, OMOP, Mini-Sentinel and MATRICE Strategies","Gini R, Schuemie M, Brown J, Ryan P, Vacchi E, Coppola M, Cazzola W, Coloma P, Berni R, Diallo G, Oliveira JL, Avillach P, Trifirò G, Rijnbeek P, Bellentani M, van Der Lei J, Klazinga N, Sturkenboom M.","EGEMS (Wash DC). 2016 Feb 8;4(1):1189. doi: 10.13063/2327-9214.1189. eCollection 2016.","Gini R","EGEMS (Wash DC)","2016","2016/03/26","PMC4780748","","10.13063/2327-9214.1189"
"39657951","PheWAS analysis on large-scale biobank data with PheTK","Tran TC, Schlueter DJ, Zeng C, Mo H, Carroll RJ, Denny JC.","Bioinformatics. 2024 Dec 26;41(1):btae719. doi: 10.1093/bioinformatics/btae719.","Tran TC","Bioinformatics","2024","2024/12/10","PMC11709244","","10.1093/bioinformatics/btae719"
"38175665","OHDSI Standardized Vocabularies-a large-scale centralized reference ontology for international data harmonization","Reich C, Ostropolets A, Ryan P, Rijnbeek P, Schuemie M, Davydov A, Dymshyts D, Hripcsak G.","J Am Med Inform Assoc. 2024 Feb 16;31(3):583-590. doi: 10.1093/jamia/ocad247.","Reich C","J Am Med Inform Assoc","2024","2024/01/04","PMC10873827","","10.1093/jamia/ocad247"
"37459703","ReDWINE: A clinical datamart with text analytical capabilities to facilitate rehabilitation research","Oniani D, Parmanto B, Saptono A, Bove A, Freburger J, Visweswaran S, Cappella N, McLay B, Silverstein JC, Becich MJ, Delitto A, Skidmore E, Wang Y.","Int J Med Inform. 2023 Sep;177:105144. doi: 10.1016/j.ijmedinf.2023.105144. Epub 2023 Jul 11.","Oniani D","Int J Med Inform","2023","2023/07/17","PMC10528160","NIHMS1918582","10.1016/j.ijmedinf.2023.105144"
"37350911","Mild Cognitive Impairment: Data-Driven Prediction, Risk Factors, and Workup","Fouladvand S, Noshad M, Goldstein MK, Periyakoil VJ, Chen JH.","AMIA Jt Summits Transl Sci Proc. 2023 Jun 16;2023:167-175. eCollection 2023.","Fouladvand S","AMIA Jt Summits Transl Sci Proc","2023","2023/06/23","PMC10283085","",""
"38035971","Convert-Pheno: A software toolkit for the interconversion of standard data models for phenotypic data","Rueda M, Leist IC, Gut IG.","J Biomed Inform. 2024 Jan;149:104558. doi: 10.1016/j.jbi.2023.104558. Epub 2023 Nov 29.","Rueda M","J Biomed Inform","2024","2023/11/30","","","10.1016/j.jbi.2023.104558"
"32908948","COVID-19 SignSym: a fast adaptation of a general clinical NLP tool to identify and normalize COVID-19 signs and symptoms to OMOP common data model","Wang J, Abu-El-Rub N, Gray J, Pham HA, Zhou Y, Manion FJ, Liu M, Song X, Xu H, Rouhizadeh M, Zhang Y.","ArXiv [Preprint]. 2020 Jul 13:arXiv:2007.10286v4.","Wang J","ArXiv","2020","2020/09/10","PMC7480086","",""
"38349850","Transformer-based time-to-event prediction for chronic kidney disease deterioration","Zisser M, Aran D.","J Am Med Inform Assoc. 2024 Apr 3;31(4):980-990. doi: 10.1093/jamia/ocae025.","Zisser M","J Am Med Inform Assoc","2024","2024/02/13","PMC10990547","","10.1093/jamia/ocae025"
"38410487","PheWAS analysis on large-scale biobank data with PheTK","Tran TC, Schlueter DJ, Zeng C, Mo H, Carroll RJ, Denny JC.","medRxiv [Preprint]. 2024 Feb 13:2024.02.12.24302720. doi: 10.1101/2024.02.12.24302720.","Tran TC","medRxiv","2024","2024/02/27","PMC10896413","","10.1101/2024.02.12.24302720"
"37208468","Ontologizing health systems data at scale: making translational discovery a reality","Callahan TJ, Stefanski AL, Wyrwa JM, Zeng C, Ostropolets A, Banda JM, Baumgartner WA Jr, Boyce RD, Casiraghi E, Coleman BD, Collins JH, Deakyne Davies SJ, Feinstein JA, Lin AY, Martin B, Matentzoglu NA, Meeker D, Reese J, Sinclair J, Taneja SB, Trinkley KE, Vasilevsky NA, Williams AE, Zhang XA, Denny JC, Ryan PB, Hripcsak G, Bennett TD, Haendel MA, Robinson PN, Hunter LE, Kahn MG.","NPJ Digit Med. 2023 May 19;6(1):89. doi: 10.1038/s41746-023-00830-x.","Callahan TJ","NPJ Digit Med","2023","2023/05/19","PMC10196319","","10.1038/s41746-023-00830-x"
"37418391","Learning important common data elements from shared study data: The All of Us program analysis","Mayer CS, Huser V.","PLoS One. 2023 Jul 7;18(7):e0283601. doi: 10.1371/journal.pone.0283601. eCollection 2023.","Mayer CS","PLoS One","2023","2023/07/07","PMC10328251","","10.1371/journal.pone.0283601"
"41733536","'Crossing borders' in data standardisation: application of OMOP CDM in an international clinical trial network in precision cancer medicine","Martin Agudo M, Van der Pol H, Bratseth Stav G, Kringelbach T, Puco K, Flobak Å, Gelderblom H, Taskén K, Fagereng GL, Hovig E; PRIME-ROSE Consortium.","Acta Oncol. 2026 Feb 23;65:159-163. doi: 10.2340/1651-226X.2026.45120.","Martin Agudo M","Acta Oncol","2026","2026/02/24","PMC12946775","","10.2340/1651-226X.2026.45120"
"38219763","The effectiveness of COVID-19 vaccines to prevent long COVID symptoms: staggered cohort study of data from the UK, Spain, and Estonia","Català M, Mercadé-Besora N, Kolde R, Trinh NTH, Roel E, Burn E, Rathod-Mistry T, Kostka K, Man WY, Delmestri A, Nordeng HME, Uusküla A, Duarte-Salles T, Prieto-Alhambra D, Jödicke AM.","Lancet Respir Med. 2024 Mar;12(3):225-236. doi: 10.1016/S2213-2600(23)00414-9. Epub 2024 Jan 11.","Català M","Lancet Respir Med","2024","2024/01/14","","","10.1016/S2213-2600(23)00414-9"
"24635221","Combining multiple healthcare databases for postmarketing drug and vaccine safety surveillance: why and how?","Trifirò G, Coloma PM, Rijnbeek PR, Romio S, Mosseveld B, Weibel D, Bonhoeffer J, Schuemie M, van der Lei J, Sturkenboom M.","J Intern Med. 2014 Jun;275(6):551-61. doi: 10.1111/joim.12159.","Trifirò G","J Intern Med","2014","2014/03/19","","","10.1111/joim.12159"
"35705182","Transforming Thyroid Cancer Diagnosis and Staging Information from Unstructured Reports to the Observational Medical Outcome Partnership Common Data Model","Yoo S, Yoon E, Boo D, Kim B, Kim S, Paeng JC, Yoo IR, Choi IY, Kim K, Ryoo HG, Lee SJ, Song E, Joo YH, Kim J, Lee HY.","Appl Clin Inform. 2022 May;13(3):521-531. doi: 10.1055/s-0042-1748144. Epub 2022 Jun 15.","Yoo S","Appl Clin Inform","2022","2022/06/15","PMC9200482","","10.1055/s-0042-1748144"
"35511233","Inclusion of social determinants of health improves sepsis readmission prediction models","Amrollahi F, Shashikumar SP, Meier A, Ohno-Machado L, Nemati S, Wardi G.","J Am Med Inform Assoc. 2022 Jun 14;29(7):1263-1270. doi: 10.1093/jamia/ocac060.","Amrollahi F","J Am Med Inform Assoc","2022","2022/05/05","PMC9196687","","10.1093/jamia/ocac060"
"36128510","Radiology Text Analysis System (RadText): Architecture and Evaluation","Wang S, Lin M, Ding Y, Shih G, Lu Z, Peng Y.","Proc (IEEE Int Conf Healthc Inform). 2022 Jun;2022:288-296. doi: 10.1109/ichi54592.2022.00050. Epub 2022 Sep 8.","Wang S","Proc (IEEE Int Conf Healthc Inform)","2022","2022/09/21","PMC9484781","NIHMS1836549","10.1109/ichi54592.2022.00050"
"37769828","Introducing the BlendedICU dataset, the first harmonized, international intensive care dataset","Oliver M, Allyn J, Carencotte R, Allou N, Ferdynus C.","J Biomed Inform. 2023 Oct;146:104502. doi: 10.1016/j.jbi.2023.104502. Epub 2023 Sep 27.","Oliver M","J Biomed Inform","2023","2023/09/28","","","10.1016/j.jbi.2023.104502"
"38027579","Development and validation of the SickKids Enterprise-wide Data in Azure Repository (SEDAR)","Guo LL, Calligan M, Vettese E, Cook S, Gagnidze G, Han O, Inoue J, Lemmon J, Li J, Roshdi M, Sadovy B, Wallace S, Sung L.","Heliyon. 2023 Nov 2;9(11):e21586. doi: 10.1016/j.heliyon.2023.e21586. eCollection 2023 Nov.","Guo LL","Heliyon","2023","2023/11/29","PMC10661187","","10.1016/j.heliyon.2023.e21586"
"37860059","A computable biomedical knowledge object for calculating in-hospital mortality for patients admitted with acute myocardial infarction","Sadsad R, Ruber G, Zhou J, Nicklin S, Tsafnat G.","Learn Health Syst. 2023 Sep 11;7(4):e10388. doi: 10.1002/lrh2.10388. eCollection 2023 Oct.","Sadsad R","Learn Health Syst","2023","2023/10/20","PMC10582239","","10.1002/lrh2.10388"
"37942786","Assessing the Use of German Claims Data Vocabularies for Research in the Observational Medical Outcomes Partnership Common Data Model: Development and Evaluation Study","Henke E, Zoch M, Kallfelz M, Ruhnke T, Leutner LA, Spoden M, Günster C, Sedlmayr M, Bathelt F.","JMIR Med Inform. 2023 Nov 7;11:e47959. doi: 10.2196/47959.","Henke E","JMIR Med Inform","2023","2023/11/09","PMC10653283","","10.2196/47959"
"35313835","Gender differences in outpatients with dementia from a large psychiatric hospital in China","Zhou J, Guo C, Ren L, Zhu D, Zhen W, Zhang S, Zhang Q.","BMC Psychiatry. 2022 Mar 21;22(1):208. doi: 10.1186/s12888-022-03852-z.","Zhou J","BMC Psychiatry","2022","2022/03/22","PMC8935692","","10.1186/s12888-022-03852-z"
"41877886","Migrating longitudinal African mental health data from staging to the OMOP common data model within the INSPIRE network datahub","Bhattacharjee T, Mugotitsa B, Ochola M, Momanyi R, Andeso P, Amadi D, Mailosi D, Najjemba L, Greenfield J, Mabe K, Slaymaker E, Todd J, Kiragga A; INSPIRE Network.","Front Psychiatry. 2026 Mar 9;17:1751529. doi: 10.3389/fpsyt.2026.1751529. eCollection 2026.","Bhattacharjee T","Front Psychiatry","2026","2026/03/25","PMC13006644","","10.3389/fpsyt.2026.1751529"
"35780114","Empirical assessment of alternative methods for identifying seasonality in observational healthcare data","Molinaro A, DeFalco F.","BMC Med Res Methodol. 2022 Jul 2;22(1):182. doi: 10.1186/s12874-022-01652-3.","Molinaro A","BMC Med Res Methodol","2022","2022/07/02","PMC9250712","","10.1186/s12874-022-01652-3"
"39043402","allofus: an R package to facilitate use of the All of Us Researcher Workbench","Smith LH, Cavanaugh R.","J Am Med Inform Assoc. 2024 Dec 1;31(12):3013-3021. doi: 10.1093/jamia/ocae198.","Smith LH","J Am Med Inform Assoc","2024","2024/07/23","PMC11631081","","10.1093/jamia/ocae198"
"37952118","European Health Data & Evidence Network-learnings from building out a standardized international health data network","Voss EA, Blacketer C, van Sandijk S, Moinat M, Kallfelz M, van Speybroeck M, Prieto-Alhambra D, Schuemie MJ, Rijnbeek PR.","J Am Med Inform Assoc. 2023 Dec 22;31(1):209-219. doi: 10.1093/jamia/ocad214.","Voss EA","J Am Med Inform Assoc","2023","2023/11/12","PMC10746315","","10.1093/jamia/ocad214"
"41930302","Evaluating the statistical utility and information loss in the transformation of a real-world oncology database from CDISC-SDTM to OMOP-CDM","Lambert A, Castagne C, Pau D, Chmiel J, Labarga A, Boernert E, Margraff F, Bachot C, Kaczmarek L, Toshev D, Martinez G J, Stone T.","ESMO Real World Data Digit Oncol. 2025 Dec 15;11:100655. doi: 10.1016/j.esmorw.2025.100655. eCollection 2026 Mar.","Lambert A","ESMO Real World Data Digit Oncol","2025","2026/04/03","PMC13040891","","10.1016/j.esmorw.2025.100655"
"39732354","Repeatable process for extracting health data from HL7 CDA documents","Talvik HA, Oja M, Tamm S, Mooses K, Särg D, Lõo M, Renata Siimon Õ, Šuvalov H, Kolde R, Vilo J, Reisberg S, Laur S.","J Biomed Inform. 2025 Jan;161:104765. doi: 10.1016/j.jbi.2024.104765. Epub 2024 Dec 26.","Talvik HA","J Biomed Inform","2025","2024/12/28","","","10.1016/j.jbi.2024.104765"
"41631168","Comorbidities, medication use, and overall survival in eight cancers: a multinational cohort study of 1.7 million patients across Europe","López-Sánchez I, Palomar-Cros A, Claire R, Pérez-Crespo L, Giuliodori A, Koblbauer I, Dietz J, Elvidge J, Koh J, Golozar A, Ramirez-Anguita JM, Leis A, Mayer MA, Symmers N, Vallet M, McLean C, Hall PS, Mosseveld M, Verhamme K, Enerly E, Prinsen P, Evers J, Oja M, Kolde R, Marcos-Gragera R, Fey E, Porkka K, Taveira-Gomes T, Estevinho F, Conde AM, Conde JM, Sanchez CM, Fournier E, Pistillo A, Chen X, Corby G, Robinson A, Sanchez-Santos MT, Delmestri A, Man WY, Català M, Alcalde-Herraiz M, Burn E, Prieto-Alhambra D, Duarte-Salles T, Newby D.","Lancet Reg Health Eur. 2026 Jan 22;63:101585. doi: 10.1016/j.lanepe.2025.101585. eCollection 2026 Apr.","López-Sánchez I","Lancet Reg Health Eur","2026","2026/02/03","PMC12861212","","10.1016/j.lanepe.2025.101585"
"30943974","Developing a portable natural language processing based phenotyping system","Sharma H, Mao C, Zhang Y, Vatani H, Yao L, Zhong Y, Rasmussen L, Jiang G, Pathak J, Luo Y.","BMC Med Inform Decis Mak. 2019 Apr 4;19(Suppl 3):78. doi: 10.1186/s12911-019-0786-z.","Sharma H","BMC Med Inform Decis Mak","2019","2019/04/05","PMC6448187","","10.1186/s12911-019-0786-z"
"38269952","Health-Analytics Data to Evidence Suite (HADES): Open-Source Software for Observational Research","Schuemie M, Reps J, Black A, Defalco F, Evans L, Fridgeirsson E, Gilbert JP, Knoll C, Lavallee M, Rao GA, Rijnbeek P, Sadowski K, Sena A, Swerdel J, Williams RD, Suchard M.","Stud Health Technol Inform. 2024 Jan 25;310:966-970. doi: 10.3233/SHTI231108.","Schuemie M","Stud Health Technol Inform","2024","2024/01/25","PMC10868467","NIHMS1965136","10.3233/SHTI231108"
"31914471","Transforming French Electronic Health Records into the Observational Medical Outcome Partnership's Common Data Model: A Feasibility Study","Lamer A, Depas N, Doutreligne M, Parrot A, Verloop D, Defebvre MM, Ficheur G, Chazard E, Beuscart JB.","Appl Clin Inform. 2020 Jan;11(1):13-22. doi: 10.1055/s-0039-3402754. Epub 2020 Jan 8.","Lamer A","Appl Clin Inform","2020","2020/01/09","PMC6949163","","10.1055/s-0039-3402754"
"39174009","Coverage of Physical Therapy Assessments in the Observational Medical Outcomes Partnership Common Data Model","French MA, Hartman P, Hayes HA, Ling L, Magel J, Thackeray A.","Appl Clin Inform. 2024 Oct;15(5):1003-1012. doi: 10.1055/a-2401-3688. Epub 2024 Aug 22.","French MA","Appl Clin Inform","2024","2024/08/22","PMC11602249","","10.1055/a-2401-3688"
"37224727","SEnDAE: A resource for expanding research into social and environmental determinants of health","Kingsbury P, Abajian H, Abajian M, Angyan P, Espinoza J, MacDonald B, Meeker D, Wilson JP, Bahroos N.","Comput Methods Programs Biomed. 2023 Aug;238:107542. doi: 10.1016/j.cmpb.2023.107542. Epub 2023 Apr 8.","Kingsbury P","Comput Methods Programs Biomed","2023","2023/05/24","PMC12579821","NIHMS2118489","10.1016/j.cmpb.2023.107542"
"36977531","Cancer Research Line (CAREL): Development of Expanded Distributed Research Networks for Prostate Cancer and Lung Cancer","Park J, Lee JY, Moon MH, Park YH, Rho MJ.","Technol Cancer Res Treat. 2023 Jan-Dec;22:15330338221149262. doi: 10.1177/15330338221149262.","Park J","Technol Cancer Res Treat","2023","2023/03/28","PMC10061631","","10.1177/15330338221149262"
"38923168","Predictability of buprenorphine-naloxone treatment retention: A multi-site analysis combining electronic health records and machine learning","Nateghi Haredasht F, Fouladvand S, Tate S, Chan MM, Yeow JJL, Griffiths K, Lopez I, Bertz JW, Miner AS, Hernandez-Boussard T, Chen CA, Deng H, Humphreys K, Lembke A, Vance LA, Chen JH.","Addiction. 2024 Oct;119(10):1792-1802. doi: 10.1111/add.16587. Epub 2024 Jun 24.","Nateghi Haredasht F","Addiction","2024","2024/06/26","PMC11891486","NIHMS2055832","10.1111/add.16587"
"33336320","Common Problems, Common Data Model Solutions: Evidence Generation for Health Technology Assessment","Kent S, Burn E, Dawoud D, Jonsson P, Østby JT, Hughes N, Rijnbeek P, Bouvy JC.","Pharmacoeconomics. 2021 Mar;39(3):275-285. doi: 10.1007/s40273-020-00981-9. Epub 2020 Dec 18.","Kent S","Pharmacoeconomics","2021","2020/12/18","PMC7746423","","10.1007/s40273-020-00981-9"
"39075459","Creating a health informatics data resource for hearing health research","Mehta N, Ribeyre BB, Dimitrov L, English LJ, Ewart C, Heinrich A, Joshi N, Munro KJ, Roadknight G, Romao L, Schilder AG, Spriggs RV, Norris R, Ross T, Tilston G.","BMC Med Inform Decis Mak. 2024 Jul 29;24(1):209. doi: 10.1186/s12911-024-02589-x.","Mehta N","BMC Med Inform Decis Mak","2024","2024/07/29","PMC11285202","","10.1186/s12911-024-02589-x"
"35854720","Advancing Interoperability of Patient-level Social Determinants of Health Data to Support COVID-19 Research","Phuong J, Hong S, Palchuk MB, Espinoza J, Meeker D, Dorr DA, Lozinski G, Madlock-Brown C, Adams WG.","AMIA Jt Summits Transl Sci Proc. 2022 May 23;2022:396-405. eCollection 2022.","Phuong J","AMIA Jt Summits Transl Sci Proc","2022","2022/07/20","PMC9285174","",""
"35297548","Beacon v2 and Beacon networks: A ""lingua franca"" for federated data discovery in biomedical genomics, and beyond","Rambla J, Baudis M, Ariosa R, Beck T, Fromont LA, Navarro A, Paloots R, Rueda M, Saunders G, Singh B, Spalding JD, Törnroos J, Vasallo C, Veal CD, Brookes AJ.","Hum Mutat. 2022 Jun;43(6):791-799. doi: 10.1002/humu.24369. Epub 2022 Apr 8.","Rambla J","Hum Mutat","2022","2022/03/17","PMC9322265","","10.1002/humu.24369"
"35933465","Development and usage of an anesthesia data warehouse: lessons learnt from a 10-year project","Lamer A, Moussa MD, Marcilly R, Logier R, Vallet B, Tavernier B.","J Clin Monit Comput. 2023 Apr;37(2):461-472. doi: 10.1007/s10877-022-00898-y. Epub 2022 Aug 6.","Lamer A","J Clin Monit Comput","2023","2022/08/06","PMC10068662","","10.1007/s10877-022-00898-y"
"37025303","A Path to Real-World Evidence in Critical Care Using Open-Source Data Harmonization Tools","Heavner SF, Anderson W, Kashyap R, Dasher P, Mathé EA, Merson L, Guerin PJ, Weaver J, Robinson M, Schito M, Kumar VK, Nagy P.","Crit Care Explor. 2023 Apr 3;5(4):e0893. doi: 10.1097/CCE.0000000000000893. eCollection 2023 Apr.","Heavner SF","Crit Care Explor","2023","2023/04/07","PMC10072311","","10.1097/CCE.0000000000000893"
"37267810","Assessing the FAIRness of databases on the EHDEN portal: A case study on two Dutch ICU databases","Puttmann D, de Groot R, de Keizer N, Cornet R, Elbers PWG, Dongelmans D, Bakhshi-Raiez F; Dutch ICU Data Sharing Against COVID-19 Collaborators.","Int J Med Inform. 2023 Aug;176:105104. doi: 10.1016/j.ijmedinf.2023.105104. Epub 2023 May 27.","Puttmann D","Int J Med Inform","2023","2023/06/02","","","10.1016/j.ijmedinf.2023.105104"
"39140273","Transforming Primary Care Data Into the Observational Medical Outcomes Partnership Common Data Model: Development and Usability Study","Fruchart M, Quindroit P, Jacquemont C, Beuscart JB, Calafiore M, Lamer A.","JMIR Med Inform. 2024 Aug 13;12:e49542. doi: 10.2196/49542.","Fruchart M","JMIR Med Inform","2024","2024/08/14","PMC11337138","","10.2196/49542"
"41233809","Common data models and data standards for tabular health data: a systematic review","Finster M, Wenzel M, Taghizadeh E.","BMC Med Inform Decis Mak. 2025 Nov 13;25(1):422. doi: 10.1186/s12911-025-03267-2.","Finster M","BMC Med Inform Decis Mak","2025","2025/11/13","PMC12616946","","10.1186/s12911-025-03267-2"
"34313749","Increasing trust in real-world evidence through evaluation of observational data quality","Blacketer C, Defalco FJ, Ryan PB, Rijnbeek PR.","J Am Med Inform Assoc. 2021 Sep 18;28(10):2251-2257. doi: 10.1093/jamia/ocab132.","Blacketer C","J Am Med Inform Assoc","2021","2021/07/27","PMC8449628","","10.1093/jamia/ocab132"
"41871756","Challenges of health data standard adoption and usage: a systematic review","Marfoglia A, Arcobelli VA, Moscato S, La Mattina AA, Mellone S, Carbonaro A.","J Biomed Inform. 2026 Mar 21;178:105022. doi: 10.1016/j.jbi.2026.105022. Online ahead of print.","Marfoglia A","J Biomed Inform","2026","2026/03/23","","","10.1016/j.jbi.2026.105022"
"35962355","Leveraging artificial intelligence and data science techniques in harmonizing, sharing, accessing and analyzing SARS-COV-2/COVID-19 data in Rwanda (LAISDAR Project): study design and rationale","Nishimwe A, Ruranga C, Musanabaganwa C, Mugeni R, Semakula M, Nzabanita J, Kabano I, Uwimana A, Utumatwishima JN, Kabakambira JD, Uwineza A, Halvorsen L, Descamps F, Houghtaling J, Burke B, Bahati O, Bizimana C, Jansen S, Twizere C, Nkurikiyeyezu K, Birungi F, Nsanzimana S, Twagirumukiza M.","BMC Med Inform Decis Mak. 2022 Aug 12;22(1):214. doi: 10.1186/s12911-022-01965-9.","Nishimwe A","BMC Med Inform Decis Mak","2022","2022/08/12","PMC9372951","","10.1186/s12911-022-01965-9"
"34214696","A two-stage workflow to extract and harmonize drug mentions from clinical notes into observational databases","Almeida JR, Silva JF, Matos S, Oliveira JL.","J Biomed Inform. 2021 Aug;120:103849. doi: 10.1016/j.jbi.2021.103849. Epub 2021 Jun 30.","Almeida JR","J Biomed Inform","2021","2021/07/02","","","10.1016/j.jbi.2021.103849"
"31445247","Automatic trial eligibility surveillance based on unstructured clinical data","Meystre SM, Heider PM, Kim Y, Aruch DB, Britten CD.","Int J Med Inform. 2019 Sep;129:13-19. doi: 10.1016/j.ijmedinf.2019.05.018. Epub 2019 May 23.","Meystre SM","Int J Med Inform","2019","2019/08/25","PMC6717538","NIHMS1530600","10.1016/j.ijmedinf.2019.05.018"
"39258156","Association of the protective effect of telmisartan on hearing loss among patients with hypertension","Cha JJ, Yum Y, Kim YH, Kim EJ, Rah YC, Park E, Im GJ, Song JJ, Chae SW, Choi J, Joo HJ.","Front Neurol. 2024 Aug 27;15:1410389. doi: 10.3389/fneur.2024.1410389. eCollection 2024.","Cha JJ","Front Neurol","2024","2024/09/11","PMC11384575","","10.3389/fneur.2024.1410389"
"37794003","Scalable Infrastructure Supporting Reproducible Nationwide Healthcare Data Analysis toward FAIR Stewardship","Kim JW, Kim C, Kim KH, Lee Y, Yu DH, Yun J, Baek H, Park RW, You SC.","Sci Data. 2023 Oct 4;10(1):674. doi: 10.1038/s41597-023-02580-7.","Kim JW","Sci Data","2023","2023/10/04","PMC10550904","","10.1038/s41597-023-02580-7"
"30753493","Criteria2Query: a natural language interface to clinical databases for cohort definition","Yuan C, Ryan PB, Ta C, Guo Y, Li Z, Hardin J, Makadia R, Jin P, Shang N, Kang T, Weng C.","J Am Med Inform Assoc. 2019 Apr 1;26(4):294-305. doi: 10.1093/jamia/ocy178.","Yuan C","J Am Med Inform Assoc","2019","2019/02/13","PMC6402359","","10.1093/jamia/ocy178"
"34174396","Adaptation of an NLP system to a new healthcare environment to identify social determinants of health","Reeves RM, Christensen L, Brown JR, Conway M, Levis M, Gobbel GT, Shah RU, Goodrich C, Ricket I, Minter F, Bohm A, Bray BE, Matheny ME, Chapman W.","J Biomed Inform. 2021 Aug;120:103851. doi: 10.1016/j.jbi.2021.103851. Epub 2021 Jun 24.","Reeves RM","J Biomed Inform","2021","2021/06/26","PMC8386129","NIHMS1720934","10.1016/j.jbi.2021.103851"
