Filename,DOI,OpenAlex ID,PMID,PMCID,Title,Authors,First Author,Journal,Publication Year,Create Date,Citation,Metadata Source,File Size Bytes,Page Count,SHA256,PDF Title,PDF Author,PDF Subject,PDF Keywords,PDF Creator,PDF Producer
10.1186_s12916-019-1321-x__5b42bb84bf4f.pdf,10.1186/s12916-019-1321-x,,,,Risks and clinical predictors of cirrhosis and hepatocellular carcinoma diagnoses in adults with diagnosed NAFLD: real-world study of 18 million patients in four European cohorts,"Alexander M, Loomis A, van der Lei J, Duarte-Salles T, Prieto-Alhambra D, Ansell D, Pasqua A, Lapi F, Rijnbeek P, Mosseveld M, Waterworth D, Kendrick S, Sattar N, Alazawi W",Alexander M,BMC Medicine,2019,,,crossref,725553,9,b9f5a6d6d13e87229227b989382f4cd05f40d8a725c77657291a9f0f56cbb90f,Risks and clinical predictors of cirrhosis and hepatocellular carcinoma diagnoses in adults with diagnosed NAFLD: real-world study of 18 million patients in four European cohorts,Myriam Alexander,"BMC Medicine, 2019, doi:10.1186/s12916-019-1321-x","Cirrhosis,Hepatocellular cancer,NAFLD,NASH,Population",Arbortext Advanced Print Publisher 9.1.440/W Unicode,Acrobat Distiller 10.1.5 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (AGPL-version)
10.1186_s12916-020-01877-3__3b034d830b43.pdf,10.1186/s12916-020-01877-3,,,,Body mass index and waist circumference in relation to the risk of 26 types of cancer: a prospective cohort study of 3.5 million adults in Spain,"Recalde M, Davila-Batista V, Díaz Y, Leitzmann M, Romieu I, Freisling H, Duarte-Salles T",Recalde M,BMC Medicine,2021,,,crossref,1908001,14,df29250076e1ed25ff1c72e59fa92bbf899d8629210f04bde9eda6f6ce99e156,Body mass index and waist circumference in relation to the risk of 26 types of cancer: a prospective cohort study of 3.5 million adults in Spain,Martina Recalde,"BMC Medicine, 2020, doi:10.1186/s12916-020-01877-3","Body mass index,Waist circumference,Body size,Body fat distribution,Adiposity,Obesity,Cancer,Electronic health records",Arbortext Advanced Print Publisher 9.1.440/W Unicode,Acrobat Distiller 10.0.0 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s12916-022-02349-6__64f490680901.pdf,10.1186/s12916-022-02349-6,,,,Predictive performance of a competing risk cardiovascular prediction tool CRISK compared to QRISK3 in older people and those with comorbidity: population cohort study,"Livingstone S, Guthrie B, Donnan P, Thompson A, Morales D",Livingstone S,BMC Medicine,2022,,,crossref,1845133,12,ece3d4900239ffa8fcab56fc0d623f1fb4c58c810ecc9f7efe95de0d1b9551f5,Predictive performance of a competing risk cardiovascular prediction tool CRISK compared to QRISK3 in older people and those with comorbidity: population cohort study,Shona J. Livingstone,"BMC Medicine, https://doi.org/10.1186/s12916-022-02349-6",Cardiovascular risk;Primary prevention;Risk prediction;QRISK3;Competing risk,Adobe InDesign 15.0 (Windows),Adobe PDF Library 15.0; modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s12916-022-02428-8__716cda6d6463.pdf,10.1186/s12916-022-02428-8,,,,Patient outcomes following AKI and AKD: a population-based cohort study,"Wang H, Lambourg E, Guthrie B, Morales D, Donnan P, Bell S",Wang H,BMC Medicine,2022,,,crossref,2661437,17,a5310de24a8448889973638e6f8c783522c3de124273c6e02c9cefb41a7f2017,Patient outcomes following AKI and AKD: a population-based cohort study,Huan Wang,"BMC Medicine, https://doi.org/10.1186/s12916-022-02428-8",Acute kidney injury;Acute kidney disease;Chronic kidney disease;Recovery;Epidemiology,Adobe InDesign 15.0 (Windows),Adobe PDF Library 15.0; modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s12916-023-02737-6__e8c6250c1298.pdf,10.1186/s12916-023-02737-6,,,,Coding long COVID: characterizing a new disease through an ICD-10 lens,"Pfaff E, Madlock-Brown C, Baratta J, Bhatia A, Davis H, Girvin A, Hill E, Kelly E, Kostka K, Loomba J, McMurry J, Wong R, Bennett T, Moffitt R, Chute C, Haendel M",Pfaff E,BMC Medicine,2023,,,crossref,2795746,13,0d5822ece64ce3a9961999315109d7980d55b629b9927d0be08d5d48ddb86f39,Coding long COVID: characterizing a new disease through an ICD-10 lens,Emily R. Pfaff,"BMC Medicine, https://doi.org/10.1186/s12916-023-02737-6",Long COVID;Electronic health records;Health disparities,Adobe InDesign 15.1 (Windows),Adobe PDF Library 15.0; modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s12916-023-02970-z__28c4e854ee9d.pdf,10.1186/s12916-023-02970-z,,,,Impact of data source choice on multimorbidity measurement: a comparison study of 2.3 million individuals in the Welsh National Health Service,"MacRae C, Morales D, Mercer S, Lone N, Lawson A, Jefferson E, McAllister D, van den Akker M, Marshall A, Seth S, Rawlings A, Lyons J, Lyons R, Mizen A, Abubakar E, Dibben C, Guthrie B",MacRae C,BMC Medicine,2023,,,crossref,1412179,12,09a5d290e45326ca76b398368268007691c4792ff3e606d7d49c380c1a0468c9,Impact of data source choice on multimorbidity measurement: a comparison study of 2.3 million individuals in the Welsh National Health Service,Clare MacRae,"BMC Medicine, https://doi.org/10.1186/s12916-023-02970-z",Electronic health records;Multimorbidity;Epidemiology,Adobe InDesign 15.1 (Windows),Adobe PDF Library 15.0; modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s12916-023-03069-1__2ab3e3e6dee2.pdf,10.1186/s12916-023-03069-1,,,,Real-world data emulating randomized controlled trials of non-vitamin K antagonist oral anticoagulants in patients with venous thromboembolism,"Yoon D, Jeong H, Park S, You S, Bang S, Shin J",Yoon D,BMC Medicine,2023,,,crossref,2565877,13,ff01d37da2fea3798a45165cdaa2ef9ed7702323df98204d5fa7bd9b2459112a,Real-world data emulating randomized controlled trials of non-vitamin K antagonist oral anticoagulants in patients with venous thromboembolism,Dongwon Yoon,"BMC Medicine, https://doi.org/10.1186/s12916-023-03069-1",Epidemiologic methods;Clinical trials;Anticoagulants;Factor Xa inhibitors;Venous thromboembolism,Adobe InDesign 15.1 (Windows),Adobe PDF Library 15.0; modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s12916-024-03530-9__dad6bb51d8f7.pdf,10.1186/s12916-024-03530-9,,,,Development and validation of a patient-level model to predict dementia across a network of observational databases,"John L, Fridgeirsson E, Kors J, Reps J, Williams R, Ryan P, Rijnbeek P",John L,BMC Medicine,2024,,,crossref,1315934,12,763a44436f349c51af027a0e302fe85ea1a65d42ac19703f79cf6c94753635ec,Development and validation of a patient-level model to predict dementia across a network of observational databases,Luis H. John,"BMC Medicine, https://doi.org/10.1186/s12916-024-03530-9",Dementia prediction;Logistic regression model;External validation;Observational data,Adobe InDesign 15.1 (Windows),Adobe PDF Library 15.0; modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s12916-025-04492-2__2e434bc24fbd.pdf,10.1186/s12916-025-04492-2,,,,Assessing the representativeness of trials of Sodium-glucose Cotransporter-2 inhibitors in type 2 diabetes: a comparison of individual-level trial data and people newly prescribed treatment in a Welsh routine care database,"Hanlon P, Wightman H, Sullivan M, Lees J, Butterly E, Wei L, McChrystal R, Whalley E, Almazam S, Alsallumi K, Petrie J, Adler A, Sattar N, Morales D, Guthrie B, McAllister D",Hanlon P,BMC Medicine,2025,,,crossref,2072386,12,f30f2124dfff0eccaf4d002141fd6d2c1aded09c05f42c401a3626063bf40a0e,Assessing the representativeness of trials of Sodium-glucose Cotransporter-2 inhibitors in type 2 diabetes: a comparison of individual-level trial data and people newly prescribed treatment in a Welsh routine care database,Peter Hanlon,"BMC Medicine, https://doi.org/10.1186/s12916-025-04492-2",Type 2 diabetes;Sodium Glucose Co-transporter 2 inhibitors;Randomised controlled trials;Applicability;Representativeness;Adverse events;Comorbidity;Multimorbidity,Adobe InDesign 15.1 (Windows),Adobe PDF Library 15.0; modified using iText® 5.5.13.4 ©2000-2024 iText Group NV (SPRINGER SBM; licensed version)
10.1186_s12933-022-01524-6__c8235890855a.pdf,10.1186/s12933-022-01524-6,,,,Impact of pitavastatin on new-onset diabetes mellitus compared to atorvastatin and rosuvastatin: a distributed network analysis of 10 real-world databases,"Seo W, Seo S, Kim Y, Yoo J, Shin W, Kim J, You S, Park R, Park Y, Kim K, Rhee S, Park M, Jin E, Kim S",Seo W,Cardiovascular Diabetology,2022,,,crossref,2894892,14,93291daac309cc289a90a6b3343fd752ca86dbaa6c5c4e889d195aad42d390ba,Impact of pitavastatin on new-onset diabetes mellitus compared to atorvastatin and rosuvastatin: a distributed network analysis of 10 real-world databases,Won-Woo Seo,"Cardiovascular Diabetology, https://doi.org/10.1186/s12933-022-01524-6","Diabetes mellitus,Pitavastatin,Statin,Common data model",Springer,Acrobat Distiller 10.1.8 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s12933-023-01896-3__5895fb854127.pdf,10.1186/s12933-023-01896-3,,,,Association of sodium-glucose cotransporter 2 inhibitors with post-discharge outcomes in patients with acute heart failure with type 2 diabetes: a cohort study,"Park S, Jeong H, Lee H, You S, Shin J",Park S,Cardiovascular Diabetology,2023,,,crossref,1291653,11,6d444d24c86bf2bf9237dacb91f16924d8249eccd2b6eaa7481fcd567ddc73c7,,,,,Adobe InDesign 18.3 (Windows),Adobe PDF Library 17.0; modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s12933-025-02685-w__72e935f3de85.pdf,10.1186/s12933-025-02685-w,,,,BMI-residualized data uncovers a cluster of people with type 2 diabetes and increased serum ferritin protected from cardiovascular disease,"Gallardo-Nuell L, Blanch J, Leal Y, Coral D, Duarte-Salles T, Giordano G, Franks P, Pearson E, Mingrone G, le Roux C, Ramos R, Fernández-Real J",Gallardo-Nuell L,Cardiovascular Diabetology,2025,,,crossref,1622219,10,53c11ff61ab30a6128be7664c3fefd787fe6c4fe46432f3cfe10b505d3663b2a,,,,,Adobe InDesign 18.0 (Windows),Adobe PDF Library 17.0; modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s12989-016-0125-9__bd4aa2951c20.pdf,10.1186/s12989-016-0125-9,,,,Nano-risk Science: application of toxicogenomics in an adverse outcome pathway framework for risk assessment of multi-walled carbon nanotubes,"Labib S, Williams A, Yauk C, Nikota J, Wallin H, Vogel U, Halappanavar S",Labib S,Particle and Fibre Toxicology,2015,,,crossref,1762756,17,3868eeb1324942f5eba9d83637f2252cb2fe1ba0111df5c9133ac85e44ea71a7,Nano-risk Science: application of toxicogenomics in an adverse outcome pathway framework for risk assessment of multi-walled carbon nanotubes,Sarah Labib,"Particle and Fibre Toxicology, 2016, doi:10.1186/s12989-016-0125-9","Nano,Risk assessment,Toxicogenomics,Adverse outcome pathways,Benchmark dose,Case study,Lung fibrosis",Arbortext Advanced Print Publisher 9.1.440/W Unicode,Acrobat Distiller 10.1.5 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (AGPL-version)
10.1186_s12989-016-0137-5__7d9b9329ce83.pdf,10.1186/s12989-016-0137-5,,,,Meta-analysis of transcriptomic responses as a means to identify pulmonary disease outcomes for engineered nanomaterials,"Nikota J, Williams A, Yauk C, Wallin H, Vogel U, Halappanavar S",Nikota J,Particle and Fibre Toxicology,2015,,,crossref,3812087,18,70b76f56646c498e77f7b58658d3990825a89ca51ebb385c007a7aa87727077b,Meta-analysis of transcriptomic responses as a means to identify pulmonary disease outcomes for engineered nanomaterials,Jake Nikota,"Particle and Fibre Toxicology, 2016, doi:10.1186/s12989-016-0137-5","Nanomaterials,Toxicogenomics,Carbon nanotubes,Carbon black,TiO2 nanoparticles,Lung disease,Lung fibrosis",Arbortext Advanced Print Publisher 9.1.440/W Unicode,Acrobat Distiller 10.1.5 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (AGPL-version)
10.1186_s12989-016-0140-x__6be247507cad.pdf,10.1186/s12989-016-0140-x,,,,Gender differences in murine pulmonary responses elicited by cellulose nanocrystals,"Shvedova A, Kisin E, Yanamala N, Farcas M, Menas A, Williams A, Fournier P, Reynolds J, Gutkin D, Star A, Reiner R, Halappanavar S, Kagan V",Shvedova A,Particle and Fibre Toxicology,2015,,,crossref,2378666,20,cc0365f1a5ed347d3d842ef937e1b4501fad7fb15066b90e1558b81b0b774c21,Gender differences in murine pulmonary responses elicited by cellulose nanocrystals,Anna A. Shvedova,"Particle and Fibre Toxicology, 2016, doi:10.1186/s12989-016-0140-x","Cellulose,Gender differences,Pulmonary toxicity,Inflammation,Oxidative stress,mRNA expression",Arbortext Advanced Print Publisher 9.1.440/W Unicode,Acrobat Distiller 10.1.5 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (AGPL-version)
10.1186_s12989-017-0218-0__854a57452952.pdf,10.1186/s12989-017-0218-0,,,,Stat-6 signaling pathway and not Interleukin-1 mediates multi-walled carbon nanotube-induced lung fibrosis in mice: insights from an adverse outcome pathway framework,"Nikota J, Banville A, Goodwin L, Wu D, Williams A, Yauk C, Wallin H, Vogel U, Halappanavar S",Nikota J,Particle and Fibre Toxicology,2017,,,crossref,3710116,21,18970bc6e4b1c12ff9b29c3f7f2b262d61c3ba23619e8225084e93839117017a,Stat-6 signaling pathway and not Interleukin-1 mediates multi-walled carbon nanotube-induced lung fibrosis in mice: insights from an adverse outcome pathway framework,Jake Nikota,"Particle and Fibre Toxicology, 2017, doi:10.1186/s12989-017-0218-0","Nanomaterials,Multi-walled carbon nanotubes,Inflammation,Fibrosis,Lung disease,Il-1,STAT6,Adverse outcome pathway,M2 Macrophage",Arbortext Advanced Print Publisher 9.1.440/W Unicode,Acrobat Distiller 10.1.5 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (AGPL-version)
10.1186_s12989-017-0220-6__ec53839de3eb.pdf,10.1186/s12989-017-0220-6,,,,In vitro toxicoproteomic analysis of A549 human lung epithelial cells exposed to urban air particulate matter and its water-soluble and insoluble fractions,"Vuong N, Breznan D, Goegan P, O’Brien J, Williams A, Karthikeyan S, Kumarathasan P, Vincent R",Vuong N,Particle and Fibre Toxicology,2017,,,crossref,2874018,19,cab7f66b052857fc5b2938325bba90976f2d28156cd7c5b40a2b680fcb32f52f,In vitro toxicoproteomic analysis of A549 human lung epithelial cells exposed to urban air particulate matter and its water-soluble and insoluble fractions,Ngoc Q. Vuong,"Particle and Fibre Toxicology, 2017, doi:10.1186/s12989-017-0220-6","Particulate matter (PM),EHC-93,Soluble fraction,Insoluble fraction,A549,Cytotoxicity,Toxicoproteomics,Two-dimensional gel electrophoresis (2D–GE),Mass spectrometry (MS)",Arbortext Advanced Print Publisher 9.1.440/W Unicode,Acrobat Distiller 10.1.5 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (AGPL-version)
10.1186_s13012-022-01251-2__892e0c6b2ea3.pdf,10.1186/s13012-022-01251-2,,,,Assessing the impact of a national clinical guideline for the management of chronic pain on opioid prescribing rates: a controlled interrupted time series analysis,"Hébert H, Morales D, Torrance N, Smith B, Colvin L",Hébert H,Implementation Science,2022,,,crossref,1593698,12,d4ecc01d50e19042147c8da4dfaf6ad496b18014fcc02de9d2d7b48d59d40741,Assessing the impact of a national clinical guideline for the management of chronic pain on opioid prescribing rates: a controlled interrupted time series analysis,Harry L. Hébert,"Implementation Science, https://doi.org/10.1186/s13012-022-01251-2",Opioids;Prescribing rates;Interrupted time series analysis;Clinical guideline;Chronic pain,Adobe InDesign 15.1 (Windows),Adobe PDF Library 15.0; modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s13015-023-00235-1__709504ba5848.pdf,10.1186/s13015-023-00235-1,,,,A topology-marginal composite likelihood via a generalized phylogenetic pruning algorithm,"Jun S, Nasif H, Jennings-Shaffer C, Rich D, Kooperberg A, Fourment M, Zhang C, Suchard M, Matsen F",Jun S,Algorithms for Molecular Biology,2023,,,crossref,2284595,18,8011df2754b09f8260e51db6f0c0bf4be53e117bbb3bea8585227b2e35cde384,A topology-marginal composite likelihood via a generalized phylogenetic pruning algorithm,Seong-Hwan Jun,"Algorithms for Molecular Biology, https://doi.org/10.1186/s13015-023-00235-1",,Springer,Adobe PDF Library 15.0; modified using iTextSharp™ 5.5.14-SNAPSHOT ©2000-2020 iText Group NV (AGPL-version); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s13015-025-00273-x__ed4760244bd3.pdf,10.1186/s13015-025-00273-x,,,,Finding high posterior density phylogenies by systematically extending a directed acyclic graph,"Jennings-Shaffer C, Rich D, Macaulay M, Karcher M, Ganapathy T, Kiami S, Kooperberg A, Zhang C, Suchard M, Matsen F",Jennings-Shaffer C,Algorithms for Molecular Biology,2025,,,crossref,2670524,18,1711c9e93708ad3c56e8fdd0675066e8ddc121c0fc7905a8e6e3bbb232db694d,Finding high posterior density phylogenies by systematically extending a directed acyclic graph,Chris Jennings-Shaffer,"Algorithms for Molecular Biology, https://doi.org/10.1186/s13015-025-00273-x",,Springer,Adobe PDF Library 17.0; modified using iTextSharp™ 5.5.14-SNAPSHOT ©2000-2020 iText Group NV (AGPL-version); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s13034-022-00515-5__432c8e8ebaf3.pdf,10.1186/s13034-022-00515-5,,,,"Long-term methylphenidate use for children and adolescents with attention deficit hyperactivity disorder and risk for depression, conduct disorder, and psychotic disorder: a nationwide longitudinal cohort study in South Korea","Park J, Lee D, Kim C, Lee Y, Yang S, Lee S, Kim S, Lee J, Park R, Shin Y",Park J,Child and Adolescent Psychiatry and Mental Health,2022,,,crossref,1334958,9,1c55354f08ee57077702641ec9b0cfe42262ab37171bef6cab049445009b7b3b,"Long-term methylphenidate use for children and adolescents with attention deficit hyperactivity disorder and risk for depression, conduct disorder, and psychotic disorder: a nationwide longitudinal cohort study in South Korea",Jimyung Park,"Child and Adolescent Psychiatry and Mental Health, https://doi.org/10.1186/s13034-022-00515-5",Attention-deficit hyperactivity disorder; Methylphenidate; Psychostimulant; Long-term treatment,Springer,Acrobat Distiller 10.1.8 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s13047-017-0232-3__de620e4daafe.pdf,10.1186/s13047-017-0232-3,,,,Evidence for current recommendations concerning the management of foot health for people with chronic long‐term conditions: a systematic review,"Edwards K, Borthwick A, McCulloch L, Redmond A, Pinedo‐Villanueva R, Prieto‐Alhambra D, Judge A, Arden N, Bowen C",Edwards K,Journal of Foot and Ankle Research,2017,,,crossref,1694662,12,6c075bdcc7e594e93167ca70c3370756206748a9a88ccec7c57f20d9dc815610,Evidence for current recommendations concerning the management of foot health for people with chronic long-term conditions: a systematic review,Katherine Edwards,"Journal of Foot and Ankle Research, 2017, doi:10.1186/s13047-017-0232-3","Foot,Feet,Footcare,Foot health,Podiatry,Chronic conditions,Guidelines",Arbortext Advanced Print Publisher 9.1.440/W Unicode,Acrobat Distiller 10.1.5 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (AGPL-version)
10.1186_s13063-016-1322-4__6633231c0fe8.pdf,10.1186/s13063-016-1322-4,,,,"Participation of the elderly, women, and minorities in pivotal trials supporting 2011–2013 U.S. Food and Drug Administration approvals","Downing N, Shah N, Neiman J, Aminawung J, Krumholz H, Ross J",Downing N,Trials,2016,,,crossref,878831,11,45e748cacdb0643f34724ced1f42d6dce11db2de2fad26951e134c792b643f3d,"Participation of the elderly, women, and minorities in pivotal trials supporting 2011–2013 U.S. Food and Drug Administration approvals",Nicholas S. Downing,"Trials, 2016, doi:10.1186/s13063-016-1322-4",,Arbortext Advanced Print Publisher 9.1.440/W Unicode,Acrobat Distiller 10.1.5 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (AGPL-version)
10.1186_s13063-020-4139-0__987f30d8c019.pdf,10.1186/s13063-020-4139-0,,,,Exclusion rates in randomized controlled trials of treatments for physical conditions: a systematic review,"He J, Morales D, Guthrie B",He J,Trials,2020,,,crossref,1284948,11,bc28828ba8d160da7de1af78b5881761768db3beb971c75213cc80d3f89b49ab,Exclusion rates in randomized controlled trials of treatments for physical conditions: a systematic review,Jinzhang He,"Trials, 2020, doi:10.1186/s13063-020-4139-0","Randomized controlled trial [V03.175.250.500.500],External validity,Generalizability,Multimorbidity [N05.715.350.225.500],Aged [M01.060.116.100],Systematic review [V03.850],Real-world evidence",Arbortext Advanced Print Publisher 9.1.440/W Unicode,Acrobat Distiller 10.0.0 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s13075-023-03086-8__1037b263c15d.pdf,10.1186/s13075-023-03086-8,,,,Comorbidity in incident osteoarthritis cases and matched controls using electronic health record data,"Kamps A, Runhaar J, de Ridder M, de Wilde M, van der Lei J, Zhang W, Prieto-Alhambra D, Englund M, de Schepper E, Bierma-Zeinstra S",Kamps A,Arthritis Research &amp; Therapy,2023,,,crossref,1359984,10,3b617368c96c4ff6477f577fb2f1c079d69fb72ee4a8642c753242acb1c2e1ff,Comorbidity in incident osteoarthritis cases and matched controls using electronic health record data,Anne Kamps,"Arthritis Research & Therapy, https://doi.org/10.1186/s13075-023-03086-8",Osteoarthritis;Comorbidity;Primary Care;Epidemiology,Adobe InDesign 15.1 (Windows),Adobe PDF Library 15.0; modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s13104-024-06723-w__e32edc647e0b.pdf,10.1186/s13104-024-06723-w,,,,Genetic sex validation for sample tracking in next-generation sequencing clinical testing,"Hu J, Korchina V, Zouk H, Harden M, Murdock D, Macbeth A, Harrison S, Lennon N, Kovar C, Balasubramanian A, Zhang L, Chandanavelli G, Pasham D, Rowley R, Wiley K, Smith M, Gordon A, Jarvik G, Sleiman P, Kelly M, Bland H, Murugan M, Venner E, Boerwinkle E, Abrams D, Adunyah S, Albertson-Junkans L, Almoguera B, Appelbaum P, Aronson S, Aufox S, Babb L, Bangash H, Basford M, Behr M, Benoit B, Bhoj E, Bland S, Borthwick K, Bottinger E, Bowen D, Bowser M, Brilliant M, Buchanan A, Cagan A, Caraballo P, Carey D, Carrell D, Castro V, Chisholm R, Chung W, Chute C, City B, Clayton E, Cobb B, Connolly J, Crane P, Crew K, Crosslin D, da Silva R, Dayal J, De Andrade M, Denny J, Dikilitas O, DiVietro A, Dufendach K, Edwards T, Eng C, Fasel D, Fedotov A, Fullerton S, Funke B, Gabriel S, Gainer V, Gharavi A, Glessner J, Goehringer J, Gordon A, Graham C, Hain H, Hakonarson H, Harley J, Harr M, Hartzler A, Hebbring S, Hellwege J, Henrikson N, Hoell C, Holm I, Hripcsak G, Hsieh A, Hynes E, Johnson D, Jones L, Joo Y, Jose S, Josyula N, Justice A, Karlson E, Kaufman K, Keaton J, Kenny E, Key D, Khan A, Kirchner H, Kiryluk K, Kitchner T, Klanderman B, Kochan D, Kudalkar E, Kuhn B, Kullo I, Lammers P, Larson E, Lebo M, Lee M, Leppig K, Lin C, Linder J, Lindor N, Lingren T, Liu C, Luo Y, Lynch J, Malin B, Mapes B, Marasa M, Marsolo K, McNally E, Mentch F, Miller E, Rasouly H, Murphy S, Myers M, Namjou B, Nesbitt A, Nestor J, Ni Y, Olson J, Obeng A, Pacheco J, Pacyna J, Person T, Peterson J, Petukhova L, Pisieczko C, Pratap S, Puckelwartz M, Rahm A, Ralston J, Ramaprasan A, Rasmussen L, Rasmussen-Torvik L, Roden D, Rosenthal E, Safarova M, Santani A, Savatt J, Schaid D, Scherer S, Schultz B, Scrol A, Sengupta S, Shaibi G, Shang N, Sharma H, Sharp R, Shen Y, Singh R, Smoller J, Smoot D, Stanaway I, Starren J, Stone T, Sturm A, Sundaresan A, Tarczy-Hornoch P, Taylor C, Tian L, Van Driest S, Varugheese M, Vazquez L, Veenstra D, Velez Edwards D, Verbitsky M, Walker K, Walton N, Walunas T, Wehbe F, Wei W, Weiss S, Wells Q, Weng C, Williams M, Williams J, Witkowski L, Woods L, Wynn J, Zhang Y, Jackson J, Prows C, Mahanta L, Rehm H, Gibbs R, Muzny D",Hu J,BMC Research Notes,2024,,,crossref,1050502,8,d4c68f86e212b07615969e2323de48ee27a8b7d790b0bbfacbfd531dd11afd1d,Genetic sex validation for sample tracking in next-generation sequencing clinical testing,Jianhong Hu,"BMC Research Notes, https://doi.org/10.1186/s13104-024-06723-w",Next-generation sequencing (NGS); Clinical testing; Sex concordance; SNP genotyping,Springer,Acrobat Distiller 10.1.8 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s13195-020-00606-5__a326f2ae4a5e.pdf,10.1186/s13195-020-00606-5,,,,Methotrexate and relative risk of dementia amongst patients with rheumatoid arthritis: a multi-national multi-database case-control study,"Newby D, Prieto-Alhambra D, Duarte-Salles T, Ansell D, Pedersen L, van der Lei J, Mosseveld M, Rijnbeek P, James G, Alexander M, Egger P, Podhorna J, Stewart R, Perera G, Avillach P, Grosdidier S, Lovestone S, Nevado-Holgado A",Newby D,Alzheimer's Research &amp; Therapy,2020,,,crossref,968448,10,d38b18a3d0a90b22513d89e84932cc622c6ccc6c2edaa6389112d3bee2e97f07,Methotrexate and relative risk of dementia amongst patients with rheumatoid arthritis: a multi-national multi-database case-control study,Danielle Newby,"Alzheimer's Research & Therapy, 2020, doi:10.1186/s13195-020-00606-5","Dementia,Rheumatoid arthritis,Inflammation,Anti-inflammatory drugs,DMARDs,Methotrexate,Sulfasalazine,Case-control study,European Medical Information Framework,EMIF",Arbortext Advanced Print Publisher 9.1.440/W Unicode,Acrobat Distiller 10.0.0 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s13321-016-0147-1__300c8431369f.pdf,10.1186/s13321-016-0147-1,,,,"Leveraging 3D chemical similarity, target and phenotypic data in the identification of drug-protein and drug-adverse effect associations","Vilar S, Hripcsak G",Vilar S,Journal of Cheminformatics,2016,,,crossref,2012739,12,b202e128b36818691300780817521412ce9d17c3da352c0075c4136106c932e8,"Leveraging 3D chemical similarity, target and phenotypic data in the identification of drug-protein and drug-adverse effect associations",Santiago Vilar,"Journal of Cheminformatics, doi:10.1186/s13321-016-0147-1",3D molecular structure; Pharmacophoric; Target; Adverse effect,Springer,Acrobat Distiller 10.1.8 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (AGPL-version)
10.1186_s13326-015-0010-8__246926910689.pdf,10.1186/s13326-015-0010-8,,25848530,PMC4386082,Development and validation of a classification approach for extracting severity automatically from electronic health records,"Boland MR, Tatonetti NP, Hripcsak G.",Boland MR,J Biomed Semantics,2015,2015/04/08,J Biomed Semantics. 2015 Apr 6;6:14. doi: 10.1186/s13326-015-0010-8. eCollection 2015.,existing_csv,2446130,13,5750f7abb1d10b457092dbc6c90bbba5b01c1d043def9ef5192a344998330553,Development and validation of a classification approach for extracting severity automatically from electronic health records,Mary Regina Boland,"2015, :. doi:10.1186/s13326-015-0010-8","Electronic Health Records,Phenotype,Health status indicators,Data mining,Outcome assessment (Health Care)",Arbortext Advanced Print Publisher 9.1.440/W Unicode,Acrobat Distiller 10.1.5 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (AGPL-version)
